?ConceptURI	?ConceptNaam	?Definitie
<https://data.rws.nl/def/otl/Steiger>	"Steiger"@nl	"Boven het water gebouwde of drijvende (veelal houten) constructie voor het aanleggen en afmeren van schepen en waarover te voet de oever kan worden bereikt"@nl
<https://data.rws.nl/def/otl/Steilwand>	"Steilwand"@nl	"Natuurlijke of kunstmatig aangelegde wand van grond langs een (gestrekte) oever die tevens beschutting kan verschaffen aan dieren"@nl
<https://data.rws.nl/def/otl/Stempelbuis>	"Stempelbuis"@nl	"Een (tijdelijke) buis tussen twee tegenoverliggende wanden, dammen of schotten bedoeld om naar elkaar toe wijken te voorkomen"@nl
<https://data.rws.nl/def/otl/Steunpunt>	"Steunpunt"@nl	"Een met de vaste wereld verbonden constructie waarop de hoofddraagconstructie wordt ondersteund."@nl
<https://data.rws.nl/def/otl/Stijl>	"Stijl"@nl	"Verticale staafvormige balk of lat"@nl
<https://data.rws.nl/def/otl/Stobbenwal>	"Stobbenwal"@nl	"Uit kluiten van grote gerooide bomen bestaande wal, aangelegd onder- of over een kunstwerk en in de aanloopgebieden daar naar toe en zodoende goede mogelijkheden voor dekking en geleiding geeft voor dieren."@nl
<https://data.rws.nl/def/otl/Stootkussen>	"Stootkussen"@nl	"Stootkussen om schip en kade te beschermen bij het afmeren"@nl
<https://data.rws.nl/def/otl/Stormvloedkering>	"Stormvloedkering"@nl	"Waterbouwkundige constructie die verhindert dat water bij stormvloed of springtij de monding van een rivier instroomt en stroomopwaarts tot overstromingen leidt."@nl
<https://data.rws.nl/def/otl/Stortebed>	"Stortebed"@nl	"Bodembescherming bestaand uit steen en/of beton ter voorkoming van het optreden van erosie door stromend water"@nl
<https://data.rws.nl/def/otl/Stortvak>	"Stortvak"@nl	"Gebied waar baggerschepen hun lading baggerspecie mogen storten."@nl
<https://data.rws.nl/def/otl/Straatnaambord>	"Straatnaambord"@nl	"Bord waarop een naam van een straat is aangebracht."@nl
<https://data.rws.nl/def/otl/Strand>	"Strand"@nl	"Vlakke onbegroeide zandstrook langs een waterkant."@nl
<https://data.rws.nl/def/otl/Strandhoofd>	"Strandhoofd"@nl	"Kunstmatige constructie die dwars op de kust staat om de waterstroming richting te geven en het strand te beschermen tegen erosie."@nl
<https://data.rws.nl/def/otl/Strekdam>	"Strekdam"@nl	"Dam die richting aan de waterstroming geeft en afslag van golven tegengaat."@nl
<https://data.rws.nl/def/otl/Strooiveld>	"Strooiveld"@nl	"Ruimte op een begraafplaats waar het as van de gecremeerde overledene mag worden verstrooid"@nl
<https://data.rws.nl/def/otl/Stroombreker>	"Stroombreker"@nl	"Constructie in de vorm van een verhoging om waterstromingen langs de bodem te verstoren en/of te geleiden om zodoende de hinder voor scheepvaart te reduceren."@nl
<https://data.rws.nl/def/otl/Stroomprofiel>	"Stroomprofiel"@nl	"Inlaatvoorziening voor het geleiden van de toe- en afvoer van afvalwater in het rioleringsstelsel"@nl
<https://data.rws.nl/def/otl/Struikrozen>	"Struikrozen"@nl	"Doorbloeiende roos met een brede groeiwijze die winterhard is en ieder jaar wordt gesnoeid, toegepast als vakbeplanting"@nl
<https://data.rws.nl/def/otl/Stuifzand>	"Stuifzand"@nl	"Verdroogd of door menselijke invloeden ontstaan onbegroeid zandgebied waar het zand een grillig reliëf kan hebben door verstuiving en afzetting van de wind."@nl
<https://data.rws.nl/def/otl/Stuurstroomvoedingsinstallatie>	"Stuurstroomvoedingsinstallatie"@nl	"Installatie waarmee een betrouwbare voeding op het gevraagde spanningsniveau wordt geregeld"@nl
<https://data.rws.nl/def/otl/Stuw>	"Stuw"@nl	"Waterbouwkundige constructie die het water in een loop, beek of rivier opstuwt zodat het waterpeil bovenstrooms kan worden verhoogd en/ of geregeld."@nl
<https://data.rws.nl/def/otl/Stuwelement>	"Stuwelement"@nl	"Constructiedeel dat onderdeel is van een schuif bedoeld om water op te stuwen."@nl
<https://data.rws.nl/def/otl/Stuwhoofd>	"Stuwhoofd"@nl	"Constructie van de stuw welke het water opstuwende gedeelte bevat."@nl
<https://data.rws.nl/def/otl/SupervisoryControlAndDataAcquisition>	"Supervisory Control and Data Acquisition (SCADA-systeem)"@nl	"Verwerkingseenheid, bestaande uit een of meer computers en programmatuur, bedoeld voor het verzamelen, doorsturen, verwerken en visualiseren van meet- en regelsignalen van verschillende machines in grote industriële systemen."@nl
<https://data.rws.nl/def/otl/Switch>	"Switch"@nl	"Installatiedeel in de infrastructuur van een computernetwerk dat zorgt voor een datapakket naar een specifieke hardwarepoort wordt gestuurd waaraan dit pakket is geadresseerd"@nl
<https://data.rws.nl/def/otl/Taats>	"Taats"@nl	"Pen of bus waarop een onderdeel draait, bijvoorbeeld een sluisdeur of draaibrug."@nl
<https://data.rws.nl/def/otl/Tafel>	"Tafel"@nl	"Terrein- of straatmeubilair met een horizontaal, vlak blad op één of meer poten om dingen op te zetten of om aan te zitten, bijvoorbeeld om te eten of aan te werken"@nl
<https://data.rws.nl/def/otl/Tafeltennistafel>	"Tafeltennistafel"@nl	"Met lijnen afgezette tafel met een horizontaal, vlak blad waarop tafeltennis gespeeld kan worden, met in het midden van de tafel een gespannen net"@nl
<https://data.rws.nl/def/otl/Takel>	"Takel"@nl	"Hijswerktuig waarmee zware lasten met een beperkte kracht gehesen kunnen worden."@nl
<https://data.rws.nl/def/otl/Takkenril>	"Takkenril"@nl	"Afscheiding uit snoeihout vervaardigd die wordt gevormd door een lange smalle opeenstapeling van takken bijeengehouden door in de grond gestoken verticale stokken of stammen."@nl
<https://data.rws.nl/def/otl/Talud>	"Talud"@nl	"Schuine zijde van een grondlichaam."@nl
<https://data.rws.nl/def/otl/Tandbaan>	"Tandbaan"@nl	"Installatiedeel in de vorm van een rechte strip voorzien van opstaande tanden waarin een tandwiel kan aangrijpen"@nl
<https://data.rws.nl/def/otl/Tandwiel>	"Tandwiel"@nl	"Getand onderdeel van een machine of constructie in de vorm van een wiel voor het overbrengen van krachten."@nl
<https://data.rws.nl/def/otl/TandwieloverbrengingOpen>	"Tandwieloverbrenging (open)"@nl	"Directe overbrenging die zorgt voor de aandrijving en transmissie van krachten doormiddel van tandwielen."@nl
<https://data.rws.nl/def/otl/TandwieloverbrengingOverig>	"Tandwieloverbrenging, Overig"@nl	"Installatiedeel voor het overbrengen van krachten met behulp van tandwielen waarbij koppel wordt omgezet in een draaiende beweging"@nl
<https://data.rws.nl/def/otl/Tank>	"Tank"@nl	"Reservoir om een vloeistof in op te slaan."@nl
<https://data.rws.nl/def/otl/Tankconstructie>	"Tankconstructie"@nl	"Decentrale op zichzelf staande tank met ondersteunende installatiedelen voor het tijdelijk (gereguleerd) opslaan van vloeistoffen of gassen ter ondersteuning van een deelzuiveringsproces"@nl
<https://data.rws.nl/def/otl/Teensloot>	"Teensloot"@nl	"Sloot die zich bevindt aan de onderkant van een dijk"@nl
<https://data.rws.nl/def/otl/Telefooninstallatie>	"Telefooninstallatie"@nl	"Installatie die auditieve communicatie tussen personen buiten gehoorafstand van elkaar mogelijk maakt."@nl
<https://data.rws.nl/def/otl/Telefoontoestel>	"Telefoontoestel"@nl	"Toestel waarmee gesprekken mogelijk zijn tussen personen die zich buiten gehoorbereik van elkaar bevinden."@nl
<https://data.rws.nl/def/otl/TelemetrieInstallatie>	"Telemetrie-installatie"@nl	"Installatie om via een draadloze verbinding data uit te lezen en digitaal te verzenden."@nl
<https://data.rws.nl/def/otl/Tennisbaan>	"Tennisbaan"@nl	"Tennisbaan is een met lijnen afgezet oppervlak ( gewoonlijk 23.77 x 8.23 meter) waarop tennis gespeeld kan worden, met in het midden verdeeld door een opgehangen tennisnet met een hoogte van 1.07 m"@nl
<https://data.rws.nl/def/otl/Tenniskooi>	"Tenniskooi"@nl	"Besloten ruimte waarin tennis gespeeld wordt. Het is veelal een uit net of gaas gemaakte metalen constructie dat een ruimte omsluit. In de constructie is meestal een tennismuur verwerkt"@nl
<https://data.rws.nl/def/otl/Terrein>	"Terrein"@nl	"Door een type landgebruik gekarakteriseerd, zichtbaar begrensd stuk grond."@nl
<https://data.rws.nl/def/otl/Terreinmeubilair>	"Terreinmeubilair"@nl	"Verzamelnaam voor allerhande inrichtingselementen die worden gebruikt in de openbare ruimte. Het zijn in het algemeen niet verplaatsbare voorzieningen"@nl
<https://data.rws.nl/def/otl/Terugslagklep>	"Terugslagklep"@nl	"Klep die gebruikt wordt om water, vloeistof, granulaat, poeder of gas slechts in één richting door te laten en bij een omgekeerde stroming dichtslaat."@nl
<https://data.rws.nl/def/otl/ToegangscontroleInstallatie>	"Toegangscontrole-installatie"@nl	"Installatie die bepaalt, controleert en registreert welke personen toegang krijgen tot bepaalde faciliteiten."@nl
<https://data.rws.nl/def/otl/Toegangshek>	"Toegangshek"@nl	"Draaiende constructie die (elektrisch) mechanisch om een verticale as draait of over een oppervlak rolt om een afsluitbare doorgang te realiseren in een muur of terreinafscheiding."@nl
<https://data.rws.nl/def/otl/Toerenregelinstallatie>	"Toerenregelinstallatie"@nl	"Installatie die de snelheid van bewegende delen automatisch regelt."@nl
<https://data.rws.nl/def/otl/Toilet>	"Toilet"@nl	"Onderdeel van het sanitair bedoeld voor opvang en wegspoelen van ontlasting."@nl
<https://data.rws.nl/def/otl/Toiletcabine>	"Toiletcabine"@nl	"Verplaatsbare afgesloten ruimte, hokje, waarin het sanitair staat bedoeld voor opvang en wegspoelen van ontlasting."@nl
<https://data.rws.nl/def/otl/Ton>	"Ton"@nl	"Drijvend voorwerp met of zonder lichtbron dat kan worden verankerd bedoeld voor scheepsnavigatie"@nl
<https://data.rws.nl/def/otl/Toplaag>	"Toplaag"@nl	"Buitenste verdedigingslaag van een bekledingsconstructie die bescherming biedt tegen allerlei invloeden."@nl
<https://data.rws.nl/def/otl/Touwbaan>	"Touwbaan"@nl	"Speeltoestel waarmee kinderen zich onder invloed van de zwaartekracht aan of langs een kabel kunnen verplaatsen."@nl
<https://data.rws.nl/def/otl/Touwkliminstallatie>	"Touwkliminstallatie"@nl	"Speeltoestel waarin kinderen aan bijvoorbeeld meeverende touwen of kettingen kunnen hangen."@nl
<https://data.rws.nl/def/otl/Tracing>	"Tracing"@nl	"Installatie aangebracht op een constructie(deel) of leidingwerk met het doel om m.b.v. warmte bevriezing tegen te gaan."@nl
<https://data.rws.nl/def/otl/Trafohuis>	"Trafohuis"@nl	"(Afsluitbare) ruimte waarin apparatuur is opgesteld waarmee elektrische spanning wordt omgezet naar hogere of lagere waarden."@nl
<https://data.rws.nl/def/otl/Traliedeur>	"Traliedeur"@nl	"Afsluitbare draaiende deur met metalen draden of staven in een muur of terreinafscheiding zodat vleermuizen doorgang kunnen vinden."@nl
<https://data.rws.nl/def/otl/Trambaan>	"Trambaan"@nl	"Spoorbaan waarop een tram zich voortbeweegt."@nl
<https://data.rws.nl/def/otl/Transformator>	"Transformator"@nl	"Statisch installatiedeel dat spanning en stroom van hoge naar lagere waarden transformeert en omgekeerd."@nl
<https://data.rws.nl/def/otl/TransmissieApparatuur>	"Transmissie apparatuur"@nl	"De componenten uit een transmissie-installatie die benodigd zijn voor de overdracht van datasignalen"@nl
<https://data.rws.nl/def/otl/TransmissieInstallatie>	"Transmissie-installatie"@nl	"Installatie die data te verstuurt tussen twee of meer aangesloten locaties."@nl
<https://data.rws.nl/def/otl/Transportinstallatie>	"Transportinstallatie"@nl	"Installatie voor het horizontaal op een bewegende band of riem transporteren van materialen of goed(eren)."@nl
<https://data.rws.nl/def/otl/Trap>	"Trap"@nl	"Constructie, bestaande uit een reeks van treden, voor het te voet overbruggen van twee op verschillende niveaus gelegen vlakken."@nl
<https://data.rws.nl/def/otl/Trapafwerking>	"Trapafwerking"@nl	"Geheel van beschermende, decoratieve en stroefheidsverhogende middelen die mogelijk gebruikt kunnen worden voor de afwerking van een trap."@nl
<https://data.rws.nl/def/otl/Trapconstructie>	"Trapconstructie"@nl	"Samenstel van bouwdelen die gezamenlijk de trap vormen bijvoorbeeld de trap zelf en de trapafwerking"@nl
<https://data.rws.nl/def/otl/Trapveld>	"Trapveld"@nl	"Grasoppervlak zonder specifieke afmetingen waarop diverse sporten gespeeld kunnen worden, meestal gelegen in de woonwijken"@nl
<https://data.rws.nl/def/otl/Trekduwstang>	"Trekduwstang"@nl	"Constructiedeel dat fungeert als verbindingsstuk voor de overdracht van trek- en duwbewegingen van het aandrijvingswerk en het te bewegen onderdeel."@nl
<https://data.rws.nl/def/otl/Trekpalen>	"Trekpalen"@nl	"In de grond aangebrachte funderingspaal die op trek wordt belast."@nl
<https://data.rws.nl/def/otl/Triangel>	"Triangel"@nl	"Driehoekige detector aangebracht op een portaal voor een tunnelingang die signalen afgeeft op het moment dat een te hoog voertuig tegen de triangel aanrijdt."@nl
<https://data.rws.nl/def/otl/Trottoirband>	"Trottoirband"@nl	"Constructiedeel dat langs de verharding is gelegen en zijdelingse steun geeft aan de verharding."@nl
<https://data.rws.nl/def/otl/Tuidraad>	"Tuidraad"@nl	"Kabel of buis die trekkrachten opvangt"@nl
<https://data.rws.nl/def/otl/Tuinakker>	"Tuinakker"@nl	"Bouwland in de vorm van een (afgesloten) stuk grond waar gewassen worden geplant of verbouwd."@nl
<https://data.rws.nl/def/otl/Tuinhuisje>	"Tuinhuisje"@nl	"Relatief klein, eenvoudig bouwwerk in een tuin en wordt gebruikt voor opslag, hobbyruimte of tijdelijke woonruimte."@nl
<https://data.rws.nl/def/otl/Tuinmuur>	"Tuinmuur"@nl	"Muur die dient als terreinafscheiding voor een tuin."@nl
<https://data.rws.nl/def/otl/Tunnel>	"Tunnel"@nl	"Kunstmatig aangelegde geboorde, afgezonken of in het droge gebouwde koker of buisvormige gang onder maaiveldniveau, dat aan beide zijdes is voorzien van een open bakconstructie, met als doel om spoor- en/ of wegverkeer tussen twee punten over een grote afstand mogelijk te maken."@nl
<https://data.rws.nl/def/otl/Tunnelbuis>	"Tunnelbuis"@nl	"Buis- of kokervormig constructiedeel van een tunnel waar het verkeer doorheen rijdt."@nl
<https://data.rws.nl/def/otl/Turbine>	"Turbine"@nl	"Machine die de stromingsenergie van water, wind of lucht door middel van om een as roterende schoepen omzet in mechanische energie en vervolgens omzet in elektrische energie."@nl
<https://data.rws.nl/def/otl/Tussenlaag>	"Tussenlaag"@nl	"Laag aangebracht tussen twee andere lagen met een verschillende samenstelling voor het vergroten van de sterkte van een wegconstructie door de krachten geleidelijk over te brengen. De samenstelling van een tussenlaag kan per wegconstructie verschillen."@nl
<https://data.rws.nl/def/otl/Uiterwaard>	"Uiterwaard"@nl	"Strook grond langs een rivier gesitueerd tussen de lagere zomerdijk en de hogere winterdijk die bij een hoge waterstand onder water loopt en fungeert als waterbergingsgebied en in droge perioden veelal wordt gebruikt voor veeteelt en recreatie."@nl
<https://data.rws.nl/def/otl/Uithouder>	"Uithouder"@nl	"Een constructiedeel dat dient voor het dragen van andere bouwdelen."@nl
<https://data.rws.nl/def/otl/Uitlaatvoorziening>	"Uitlaatvoorziening"@nl	"Constructiedeel van een riolering, bedoeld om hemelwater en/of afvalwater uit te laten (lozen)."@nl
<https://data.rws.nl/def/otl/Uitstroombak>	"Uitstroombak"@nl	"Constructiedeel behorend bij een uitlaatvoorziening ter voorkoming van uitspoeling van grond."@nl
<https://data.rws.nl/def/otl/Uitstroomopening>	"Uitstroomopening"@nl	"Opening waardoor een medium (vaak vloeistof) een object verlaat."@nl
<https://data.rws.nl/def/otl/Urinoir>	"Urinoir"@nl	"Plasbak voor mannen waarin geürineerd kan worden"@nl
<https://data.rws.nl/def/otl/UrnengrafBovengronds>	"Urnengraf (bovengronds)"@nl	"Bovengrondse plaats waar de urn (een pot) met de as van een gecremeerde overledene wordt bewaard. Bijvoorbeeld een urnenmuur of urnentuin."@nl
<https://data.rws.nl/def/otl/Vaargeul>	"Vaargeul"@nl	"Deel van de vaarweg dat voor de scheepvaart door te baggeren op een bepaalde minimale diepte wordt gehouden zodat scheepvaartverkeer mogelijk is"@nl
<https://data.rws.nl/def/otl/Vaarwegmarkering>	"Vaarwegmarkering"@nl	"Fysiek object in of langs de vaarweg dat gebruikers ter plaatse informeert over de vaarroute, obstakels en andere gevaren zodat de koers van het vaartuig aangepast kan worden."@nl
<https://data.rws.nl/def/otl/Valreep>	"Valreep"@nl	"Beweegbare langszijdige hangende constructie waarlangs men een schip kan betreden of verlaten."@nl
<https://data.rws.nl/def/otl/Vangconstructie>	"Vangconstructie"@nl	"Beweegbare constructie die de kinetische energie van een vaartuig op kan vangen als deze een sluisdeur of stormvloedschuif dreigt aan te varen&#13;Deze constructie heeft als doel om te zorgen dat eventuele aanvaring met een belangrijk deel van het object wordt voorkomen. Vangconstructies zijn vaste of beweegbare buffers en/of staalkabels die hangen voor sluisdeuren e.d."@nl
<https://data.rws.nl/def/otl/VastePlant>	"Vaste plant"@nl	"Niet of in zeer geringe mate verhoute plant dat doorgaans een kruidachtig gewas is wat in de herfst tot op de grond afsterft, maar door opslag van reservevoedsel in de ondergrondse delen in het opvolgende jaar weer tot groei komt."@nl
<https://data.rws.nl/def/otl/Veiligheidsventiel>	"Veiligheidsventiel"@nl	"Ventiel dat automatisch opent zodra de maximumwaarde van druk (of temperatuur) dreigt te worden overschreden zodat het drukopbouwend medium kan ontsnappen"@nl
<https://data.rws.nl/def/otl/Veldafscheiding>	"Veldafscheiding"@nl	"Afscheiding die specifiek wordt gebruikt om sportveld en omliggend terrein van elkaar te scheiden"@nl
<https://data.rws.nl/def/otl/Ven>	"Ven"@nl	"Watervlakte (meestal zoet) die op natuurlijke wijze dan wel door menselijk ingrijpen (ingraving of afsluiting) is ontstaan."@nl
<https://data.rws.nl/def/otl/VentilatieInstallatie>	"Ventilatie-installatie"@nl	"Installatie die voor luchtstroming en luchtverversing in een bepaalde ruimte zorgt"@nl
<https://data.rws.nl/def/otl/Ventilator>	"Ventilator"@nl	"Apparaat dat ervoor zorgt dat gas of lucht in  beweging wordt gebracht."@nl
<https://data.rws.nl/def/otl/Verankering>	"Verankering"@nl	"Bevestigingsmiddel om constructieelementen met een anker te verbinden en te fixeren aan de ondergrond voor een stabiel geheel."@nl
<https://data.rws.nl/def/otl/Verbinding>	"Verbinding"@nl	"Verbinding die twee andere componenten elektrisch aan elkaar verbindt."@nl
<https://data.rws.nl/def/otl/VerbindingsbrugLoopbrug>	"Verbindingsbrug (loopbrug)"@nl	"Vrijhangende verbinding om toegang van bijvoorbeeld een steiger en het vaste land mogelijk te maken."@nl
<https://data.rws.nl/def/otl/Verbrandingsmotor>	"Verbrandingsmotor"@nl	"Machine die door verbranding van een brandstof energie vrijmaakt in de vorm van hoge druk en temperatuur en dit omzet in een beweging."@nl
<https://data.rws.nl/def/otl/Verdeelblok>	"Verdeelblok"@nl	"Samenstel van werktuigbouwkundige delen die een inkomende stroom vloeistof of gas verdeelt over meerdere uitgangen."@nl
<https://data.rws.nl/def/otl/VerhardingWegtype1Hoofdwegennet>	"Verharding wegtype 1 (hoofdwegennet)"@nl	"Groepsaanduiding in wegbeheer van verhardingen op basis van hun functie, gebruik, beheer of ligging (stadsautosnelweg, autoweg)"@nl
<https://data.rws.nl/def/otl/VerhardingWegtype2ZwaarbelasteWeg>	"Verharding wegtype 2 (zwaarbelaste weg)"@nl	"Groepsaanduiding in wegbeheer van verhardingen op basis van hun functie, gebruik, beheer of ligging (stadsautosnelweg, provinciale weg)"@nl
<https://data.rws.nl/def/otl/VerhardingWegtype3GemiddeldBelasteWeg>	"Verharding wegtype 3 (gemiddeld belaste weg)"@nl	"Groepsaanduiding in wegbeheer van verhardingen op basis van hun functie, gebruik, beheer of ligging (waterschapsweg, stadsontsluitingsweg, busbaan of industrieweg)"@nl
<https://data.rws.nl/def/otl/VerhardingWegtype4LichtBelast>	"Verharding wegtype 4 (licht belast)"@nl	"Groepsaanduiding in wegbeheer van verhardingen op basis van hun functie, gebruik, beheer of ligging (waterschapsweg (rustig), buurtontsluitingsweg, parallelweg of landbouwweg)"@nl
<https://data.rws.nl/def/otl/VerhardingWegtype5WegInWoongebied>	"Verharding wegtype 5 (weg in woongebied)"@nl	"Groepsaanduiding in wegbeheer van verhardingen op basis van hun functie, gebruik, beheer of ligging (woonstraat, woonerf, parkeerterrein of wijkstraat)"@nl
<https://data.rws.nl/def/otl/VerhardingWegtype6WegInVerblijfsgebied>	"Verharding wegtype 6 (weg in verblijfsgebied)"@nl	"groepsaanduiding in wegbeheer van verhardingen op basis van hun functie, gebruik, beheer of ligging (winkelerf, plein, voetpaden)"@nl
<https://data.rws.nl/def/otl/VerhardingWegtype7Fietspaden>	"Verharding wegtype 7 (fietspaden)"@nl	"Groepsaanduiding in wegbeheer van verhardingen op basis van hun functie, gebruik, beheer of ligging ((vrijliggende) fietspaden)"@nl
<https://data.rws.nl/def/otl/Verkeersbord>	"Verkeersbord"@nl	"Bord waarop een (vaar)wegverkeersteken is aangebracht en waarvan de uitvoering van dit (vaar)wegverkeersteken wettelijk is voorgeschreven"@nl
<https://data.rws.nl/def/otl/Verkeerscentrale>	"Verkeerscentrale"@nl	"Gebouw met een operationele instelling voor het op afstand bedienen en monitoren van (vaar)weggebonden installaties die de verkeerstromen geleiden."@nl
<https://data.rws.nl/def/otl/VerkeersdetectieInstallatie>	"Verkeersdetectie-installatie"@nl	"Installatie die de aanwezigheid of passage van een voertuig op een bepaalde locatie in een wegennetwerk te detecteert."@nl
<https://data.rws.nl/def/otl/Verkeerseiland>	"Verkeerseiland"@nl	"Weggedeelte van beperkte omvang, uitgevoerd als verhoging of wegmarkering, die wordt omsloten door rijbanen of rijstroken en bedoeld is om verkeersstromen te scheiden"@nl
<https://data.rws.nl/def/otl/Verkeersgeleidingsverlichting>	"Verkeersgeleidingsverlichting"@nl	"Lichtbronnen geplaatst op de weg of geleiderailconstructies die het verkeer geleiden."@nl
<https://data.rws.nl/def/otl/Verkeersregelinstallatie>	"Verkeersregelinstallatie (VRI)"@nl	"Installatie ten behoeve van de regeling en geleiding van het verkeer met behulp van optische en akoestische signalen."@nl
<https://data.rws.nl/def/otl/VerplaatsbareVangrailInstallatie>	"Verplaatsbare Vangrail installatie (VEVA)"@nl	"Een geleidebarrier toegepast ter plaatse van een voorbereide doorsteek die bij normaal gebruik de rijbanen van elkaar scheidt, maar indien nodig de doorgang kan vrijmaken tussen twee rijbanen en op wielen kan worden verplaatst.&#13;De VeVa biedt een verkeerskundige doorsteek door de tussenberm tussen twee rijbanen, om het verkeer van de ene rijbaan naar de andere rijbaan te geleiden, waarbij de VeVa de normale (doorgaande) rijrichting afsluit."@nl
<https://data.rws.nl/def/otl/Versnijder>	"Versnijder"@nl	"Installatiedeel dat in een vloeistofleiding wordt geplaatst om vaste delen te verkleinen door deze te versnijden"@nl
<https://data.rws.nl/def/otl/Verspringaccommodatie>	"Verspringaccommodatie"@nl	"Aanloopbaan met een zandbak, die het atletiekonderdeel verspringen faciliteert"@nl
<https://data.rws.nl/def/otl/Versterker>	"Versterker"@nl	"Samenstel van elektrotechnische componenten dat bedoeld is om elektrische signalen te versterken"@nl
<https://data.rws.nl/def/otl/VerticaalVakwerkligger>	"Verticaal (vakwerkligger)"@nl	"Dragende balk die bestaat uit een constructie van rechthoeken en driehoeken, die als doel hebben de stijfheid van de constructie te vergroten."@nl
<https://data.rws.nl/def/otl/Verwarmingstoestel>	"Verwarmingstoestel"@nl	"Toestel dat warmte kan produceren."@nl
<https://data.rws.nl/def/otl/Verwerkingseenheid>	"Verwerkingseenheid"@nl	"Geheel van hard- en software in een installatie dat verantwoordelijk is voor al het functionele gedrag, aansturing van actuatoren en sensoren en communicatie met externe systemen."@nl
<https://data.rws.nl/def/otl/Verzorgingsplaats>	"Verzorgingsplaats"@nl	"Terrein langs de (snel)weg waar de mogelijkheid is om te rusten, eten of te drinken, het toilet te bezoeken of te tanken"@nl
<https://data.rws.nl/def/otl/Vetafscheider>	"Vetafscheider"@nl	"Afscheiderinstallatie die door gebruik van zwaartekracht zorgtdraagt voor ontmenging van vet van afvalwater."@nl
<https://data.rws.nl/def/otl/Viaduct>	"Viaduct"@nl	"Kunstwerk dat een vaste overbrugging vormt over een weg, spoorweg of terreinverdieping."@nl
<https://data.rws.nl/def/otl/Videomatrix>	"Videomatrix"@nl	"Schakeleenheid, die het mogelijke maakt om verschillende videobronnen naar verschillende uitgangen te schakelen."@nl
<https://data.rws.nl/def/otl/Videowall>	"Videowall"@nl	"Samenstelling bestaande uit afzonderlijke videoschermen, monitors, projectoren of televisieschermen, die samen een totaalbeeld vormen."@nl
<https://data.rws.nl/def/otl/Vijver>	"Vijver"@nl	"Aangelegd waterbekken dat dient ter verfraaiing, maar ook als berging voor water."@nl
<https://data.rws.nl/def/otl/Vijzel>	"Vijzel"@nl	"As met daarop spiraalvormige, doorlopende schoepen die middels rotatie vloeistoffen van laag naar hoog kan verplaatsen."@nl
<https://data.rws.nl/def/otl/Vijzelgoot>	"Vijzelgoot"@nl	"Goot waarin de spiraalvormige, doorlopende schoepen van de vijzel zitten"@nl
<https://data.rws.nl/def/otl/Vijzelinstallatie>	"Vijzelinstallatie"@nl	"Installatie voor het verpompen van vloeistoffen door het ronddraaien van een as met daarop spiraalvormige, doorlopende schoepen."@nl
<https://data.rws.nl/def/otl/Vispassage>	"Vispassage"@nl	"Waterbouwkundig constructie dat vissen toegang geeft tot een door een dijk, dam, stuw of sluis ontoegankelijk geworden achterland."@nl
<https://data.rws.nl/def/otl/Vissluis>	"Vissluis"@nl	"Ecopassage uitgevoerd doormiddel van een sluisconstructie om vissen en weekdieren een waterbouwkundige constructie te laten passeren."@nl
<https://data.rws.nl/def/otl/Vistrap>	"Vistrap"@nl	"Trapconstructie waardoor stroomopwaarts zwemmende vis zich stapsgewijs van het ene naar het andere waterniveau kan verplaatsen"@nl
<https://data.rws.nl/def/otl/Vleermuiskelder>	"Vleermuiskelder"@nl	"Koele donkere kelder of die speciaal is aangelegd als verblijfplaats voor vleermuizen"@nl
<https://data.rws.nl/def/otl/Vleugelwand>	"Vleugelwand"@nl	"Grondkerende constructie in de vorm van een wand naast een sluis, brug of landhoofd."@nl
<https://data.rws.nl/def/otl/Vloer>	"Vloer"@nl	"Horizontaal en constructief element in een gebouw, dat zowel een dragende als een scheidende functie heeft"@nl
<https://data.rws.nl/def/otl/Vloerafwerking>	"Vloerafwerking"@nl	"Geheel van beschermende, decoratieve en stroefheidsverhogende middelen die mogelijk gebruikt kunnen worden voor de afwerking van een vloer"@nl
<https://data.rws.nl/def/otl/Vloerconstructie>	"Vloerconstructie"@nl	"Samenstel van bouwdelen die gezamenlijk de vloer vormen bijvoorbeeld de vloer zelf en de vloerafwerking"@nl
<https://data.rws.nl/def/otl/Vlonder>	"Vlonder"@nl	"Smalle houten brug of een kleine aanlegsteiger, vaak niet meer dan één of twee planken breed"@nl
<https://data.rws.nl/def/otl/Vluchtdeur>	"Vluchtdeur"@nl	"Deur die dient als nooduitgang en doorgaans leidt naar een veilige vluchtweg"@nl
<https://data.rws.nl/def/otl/VluchthavenAanwezigheidsdetectieInstallatie>	"Vluchthaven Aanwezigheidsdetectie installatie (VAD)"@nl	"Detectiesysteem dat de aanwezigheid van voertuigen vaststelt in een vluchthaven"@nl
<https://data.rws.nl/def/otl/Vluchtstang>	"Vluchtstang"@nl	"Aangrijpingspunt om het kunnen vluchten te vergemakkelijken bij een handgranaatbaan"@nl
<https://data.rws.nl/def/otl/Vluchtweginstallatie>	"Vluchtweginstallatie"@nl	"Installatie die in geval van een onveilige situatie de toegang naar een veilige vluchtruimte mogelijk maakt door een vergrendelingsregime van vluchtdeuren en de vluchtroute aangeeft middels optische en vocale signalen."@nl
